course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,revenue
1201912,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,https://www.udemy.com/wiqvfsmc/,True,100,12,4.0,17.0,Intermediate Level,2.5,Business Finance,2017,1200
1225194,Zoho Books Gestion Financière d'Entreprise pas à pas,https://www.udemy.com/zoho-books-gestion-financiere-dentreprise-pas-a-pas/,False,0,229,0.0,33.0,All Levels,2.0,Business Finance,2017,0
1164568,Psicología del trading,https://www.udemy.com/psicologia-del-trading/,True,20,1,1.0,6.0,All Levels,0.6,Business Finance,2017,20
1057040,Teeter-Totter Accounting,https://www.udemy.com/teeter-totter-accounting/,True,90,0,0.0,12.0,Beginner Level,1.0,Business Finance,2017,0
1087466,Stop Creditors from Harassing you and Avoid Bankruptcy,https://www.udemy.com/stop-creditor-harassment-and-avoid-bankruptcy/,True,20,0,,7.0,Beginner Level,0.616666667,Business Finance,2017,0
1058852,Learn to trade using technical analysis,https://www.udemy.com/learn-to-trade-using-technical-analysis/,True,50,0,0.0,6.0,Intermediate Level,0.533333333,Business Finance,2017,0
1083744,How to Invest Using ETFs from Former Wall Street Trader,https://www.udemy.com/etf-master-class/,True,200,0,0.0,10.0,All Levels,2.0,Business Finance,2017,0
1271430,Workshop on Banking Credit Analysis Process,https://www.udemy.com/workshop-on-banking-credit-analysis-process/,True,100,0,0.0,7.0,All Levels,1.5,Business Finance,2017,0
1219820,Accounting - The 6 most important rules you must learn,https://www.udemy.com/accounting-the-6-most-important-rules-you-must-learn/,True,20,0,0.0,9.0,All Levels,1.0,Business Finance,2017,0
1136038,Free Ways to Create Passive Income Online,https://www.udemy.com/how-to-make-passive-income-online/,True,25,0,0.0,27.0,Beginner Level,1.0,Business Finance,2017,0
1232282,The Cash Flow Statement - An Introduction,https://www.udemy.com/cash-flow-statement-introduction/,True,50,0,0.0,10.0,Beginner Level,1.5,Business Finance,2017,0
1039442,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),https://www.udemy.com/how-to-trade-rsi-pullback-strategy-entry-to-exit/,True,150,104,10.0,21.0,All Levels,2.0,Business Finance,2017,15600
1214144,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,https://www.udemy.com/triunfar-en-la-bolsa-de-valores-no-requiere-de-experiencia/,False,0,338,7.0,6.0,Beginner Level,1.0,Business Finance,2017,0
1138162,Le basi del Trading,https://www.udemy.com/le-basi-del-trading/,True,200,22,5.0,18.0,All Levels,3.5,Business Finance,2017,4400
1163242,Profit and Loss Account for bankers and credit analysts,https://www.udemy.com/profit-and-loss-account-for-bankers-and-credit-analysts/,True,20,1,0.0,,Beginner Level,7.5,Business Finance,2017,20
954842,Black Scholes Option Pricing Model,https://www.udemy.com/black-scholes-option-pricing-model/,True,25,3,0.0,10.0,Beginner Level,,Business Finance,2017,75
1056242,Practical Accounts Training A,https://www.udemy.com/mobile-practical-accounts-training-a/,True,35,2,0.0,127.0,Intermediate Level,31.5,Business Finance,2017,70
1113702,Intro. to Asset-Backed Securities CFA Level I  2017 Prep,https://www.udemy.com/intro-to-asset-backed-securities-cfa-level-i-2017-prep/,True,20,1,0.0,13.0,All Levels,3.0,Business Finance,2017,20
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),https://www.udemy.com/reach-your-personal-financial-goals-the-easy-way-2017-uk/,True,95,2,0.0,59.0,All Levels,4.5,Business Finance,2017,190
1022796,Trading for winning,https://www.udemy.com/charting-for-beginners-for-dummies-newbies-technical-analysis/,True,200,168,7.0,27.0,All Levels,2.0,Business Finance,2017,33600
793084,Succeed in Stocks Even if you Don't Know Where to Start,https://www.udemy.com/succeed-in-stocks-even-if-you-dont-know-where-to-start/,False,0,2554,20.0,10.0,Beginner Level,1.0,Business Finance,2017,0
1088102,The Psychology of Trading,https://www.udemy.com/the-psychology-of-trading/,True,20,95,3.0,20.0,All Levels,1.0,Business Finance,2017,1900
1113442,Beginners Chart Patterns Trading for Penny Stocks,https://www.udemy.com/beginners-chart-patterns-for-penny-stocks-part-2/,True,200,40,,26.0,Beginner Level,1.5,Business Finance,2017,8000
1110256,QuickBooks Online : Inventory Management For Non-Finance,https://www.udemy.com/quickbooks-online-inventory-management-for-non-finance/,True,35,8,4.0,10.0,All Levels,0.666666667,Business Finance,2017,280
773502,Financial Accounting Part 2 - Passing The Class,https://www.udemy.com/financial-accounting-part-2-passing-the-class/,True,20,15,4.0,36.0,Beginner Level,,Business Finance,2017,300
1153876,Term Loan Appraisal for bankers credit analysts,https://www.udemy.com/term-loan-appraisal-for-bankers-credit-analysts/,True,20,11,2.0,28.0,Beginner Level,6.5,Business Finance,2017,220
1089610,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,https://www.udemy.com/3-little-pigs-a-multiple-timeframe-forex-trading-strategy/,True,20,18,0.0,6.0,All Levels,1.5,Business Finance,2017,360
1153854,Working Capital assessment for bankers credit analysts,https://www.udemy.com/working-capital-assessment-for-bankers-credit-analysts/,True,20,4,0.0,29.0,Beginner Level,7.0,Business Finance,2017,80
1156530,How to trade in the Forex market,https://www.udemy.com/forex-market/,True,200,6,,39.0,Intermediate Level,2.5,Business Finance,2017,1200
1097288,Bookkeeping Practicals with Software,https://www.udemy.com/bookkeeping-practical-with-software/,True,35,1,0.0,130.0,Intermediate Level,31.5,Business Finance,2017,35
1082352,Trading Basics in 30 minutes,https://www.udemy.com/trading-basics-in-30-minutes/,True,50,1,0.0,6.0,Beginner Level,0.533333333,Business Finance,2017,50
1010988,Economics for beginners - Various Concepts,https://www.udemy.com/economics-forms-of-market-and-perfect-competition/,True,25,2,0.0,34.0,Beginner Level,2.5,Business Finance,2017,50
1174084,Formação de preços em serviços,https://www.udemy.com/formacao-de-precos-em-servicos/,True,35,77,5.0,28.0,Intermediate Level,2.0,Business Finance,2017,2695
1250742,Complete GST Course For Small and Medium Enterprises,https://www.udemy.com/complete-gst-course-for-small-and-medium-enterprises/,True,75,8,,45.0,Beginner Level,6.0,Business Finance,2017,600
1124276,Le bitcoin et la blockchain,https://www.udemy.com/le-bitcoin-et-la-blockchain/,True,80,13,3.0,12.0,All Levels,0.733333333,Business Finance,2017,1040
1227792,Contabilità Generale,https://www.udemy.com/contabilita-generale/,True,200,4,1.0,40.0,All Levels,,Business Finance,2017,800
1196700,Le basi del trading online,https://www.udemy.com/le-basi-del-trading-online/,True,45,7,1.0,27.0,Beginner Level,3.5,Business Finance,2017,315
1137310,自分に合った投資信託を見つけよう！,https://www.udemy.com/kabucom_toushin/,True,25,859,49.0,23.0,Beginner Level,2.0,Business Finance,2017,21475
1080466,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,https://www.udemy.com/curso-bitcoin/,True,30,394,109.0,73.0,All Levels,5.5,Business Finance,2017,11820
1062144,Aprende a invertir sin capital,https://www.udemy.com/aprende-a-invertir-sin-capital/,True,130,649,37.0,29.0,Beginner Level,1.5,Business Finance,2017,84370
1097486,Apprendre à trader sur le marché du Forex - guide complet,https://www.udemy.com/apprendre-a-trader-sur-le-marche-du-forex-guide-complet/,True,140,187,47.0,38.0,Beginner Level,3.0,Business Finance,2017,26180
1141708,Managerial Accounting - The Ultimate Beginner Course!,https://www.udemy.com/managerial-accounting-the-ultimate-beginner-course/,True,100,11,0.0,121.0,Beginner Level,11.0,Business Finance,2017,1100
1240408,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,https://www.udemy.com/forex-trading-for-beginners-vol-1a-forex-course-made-simple/,True,175,3,0.0,27.0,Beginner Level,1.0,Business Finance,2017,525
1178150,Double Your Salary With Free Local Job Training Courses,https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/,True,20,8,1.0,8.0,All Levels,1.0,Business Finance,2017,160
429080,Understanding Financial Derivatives,https://www.udemy.com/understanding-financial-derivatives/,True,20,16,1.0,11.0,Intermediate Level,2.0,Business Finance,2017,320
1230950,The Fast Route to a Faster Financial Close,https://www.udemy.com/faster-financial-close/,True,50,2,0.0,8.0,Intermediate Level,1.5,Business Finance,2017,100
1027678,Depreciation Amortization and Depletion,https://www.udemy.com/depreciation-amor/,True,25,7,1.0,13.0,Intermediate Level,1.0,Business Finance,2017,175
1078254,Tally ERP Complete Training in Urdu / Hindi,https://www.udemy.com/tally-erp-complete-training-in-urdu/,True,30,5,2.0,51.0,All Levels,5.0,Business Finance,2017,150
1193288,Accounting Simplified,https://www.udemy.com/accounting-simplified/,True,30,3,0.0,41.0,All Levels,8.5,Business Finance,2017,90
1106148,Series 7: Intermediate Options,https://www.udemy.com/series-7-intermediate-options/,True,55,5,0.0,11.0,Intermediate Level,1.0,Business Finance,2017,275
1029322,Accounting and Business Basics,https://www.udemy.com/accounting-and-business-basics/,True,200,5,0.0,10.0,All Levels,2.0,Business Finance,2017,1000
1174086,Precificação - Calculando valor de venda baseado nos custos,https://www.udemy.com/formacao-de-precos-em-projetos/,True,35,32,3.0,46.0,All Levels,3.0,Business Finance,2017,1120
1132162,Investimento em Ações,https://www.udemy.com/investimento-em-acoes/,True,20,16,4.0,,Beginner Level,4.5,Business Finance,2017,320
1206414,Excelを使ってビジネスシミュレーション：基礎編,https://www.udemy.com/excel-zw/,True,85,22,5.0,47.0,Beginner Level,5.0,Business Finance,2017,1870
1232390,Corporate Ethics,https://www.udemy.com/corporate-ethics/,True,100,0,0.0,13.0,Beginner Level,3.5,Business Finance,2017,0
1232312,Core Financial Statement Concepts,https://www.udemy.com/financial-statement-concepts/,True,50,0,0.0,9.0,Intermediate Level,1.5,Business Finance,2017,0
1251654,Understand Core Finance Principles in 60 Minutes,https://www.udemy.com/core-finance-principles-in-60-minutes/,True,75,0,0.0,13.0,Beginner Level,2.5,Business Finance,2017,0
1024862,Making Tax Digital - UK HMRC Legislation Explained,https://www.udemy.com/making-tax-digital/,False,0,743,0.0,,All Levels,1.0,Business Finance,2017,0
1268616,Condor Broken Wing Butterfly Options Trading Course System,https://www.udemy.com/condor-broken-wing-butterfly-options-trading-course-system/,False,0,16,0.0,15.0,All Levels,1.5,Business Finance,2017,0
1100746,≪虎の巻≫証券取引の「税金のお悩み」解消,https://www.udemy.com/kabucom_zeise/,True,25,3840,296.0,33.0,Intermediate Level,1.5,Business Finance,2017,96000
1005312,【１日でマスター！】今日からはじめる資産形成,https://www.udemy.com/kabucom_start/,True,20,7183,,14.0,Beginner Level,1.0,Business Finance,2017,143660
323916,Learn How To use Channels to find amazing Forex Entries,https://www.udemy.com/learn-how-to-use-channels-to-find-amazing-forex-entries/,True,45,172,48.0,15.0,All Levels,1.0,Business Finance,2017,7740
1189592,Learn How To Successfully Trade Forex: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/,True,95,64,7.0,44.0,All Levels,8.5,Business Finance,2017,6080
791574,Succeed in Futures Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/,False,0,3014,19.0,15.0,All Levels,1.0,Business Finance,2017,0
1041926,How to Trade Forex like a Hedge Fund: Long FX Strategies,https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/,True,115,504,5.0,32.0,All Levels,1.5,Business Finance,2017,57960
1253868,Complete Short Financial Ratio Course for Financial Analysis,https://www.udemy.com/financialratio/,True,200,15,1.0,56.0,All Levels,3.0,Business Finance,2017,3000
1250694,カードゲームでカンタンに理解する！経済とお金のキホン,https://www.udemy.com/kabucom_keizai/,True,20,103,3.0,18.0,Beginner Level,,Business Finance,2017,2060
1021104,Aprenda a Investir seu Dinheiro,https://www.udemy.com/aprenda-a-investir-seu-dinheiro/,True,85,150,28.0,19.0,All Levels,2.5,Business Finance,2017,12750
1193056,Trader sur le Forex avec Ichimoku,https://www.udemy.com/apprendre-a-trader-le-forex-avec-ichimoku/,True,90,48,12.0,18.0,Beginner Level,2.5,Business Finance,2017,4320
1223000,Innovators and innovation: Travel through time!,https://www.udemy.com/innovators-and-innovation-travel-through-time/,True,50,101,0.0,31.0,Beginner Level,6.0,Business Finance,2017,5050
1197206,Illustrator CC MasterClass,https://www.udemy.com/illustrator-cc-masterclass/,True,95,462,50.0,86.0,All Levels,12.0,Graphic Design,2017,43890
1117796,Typographic Logo Design in Illustrator - Beginners & Beyond,https://www.udemy.com/typographical-logo-design/,True,150,1720,40.0,,All Levels,1.5,Graphic Design,2017,258000
1219520,Adobe Illustrator T-Shirt Design for Merch by Amazon,https://www.udemy.com/merchbyamazondesign/,True,20,390,44.0,15.0,All Levels,1.0,Graphic Design,2017,7800
1216132,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,https://www.udemy.com/learn-adobe-illustrator-semi-automatic-mandalas-drawing/,True,200,1076,15.0,15.0,All Levels,1.0,Graphic Design,2017,215200
1145736,Create Professional Looking Infographics With No Experience,https://www.udemy.com/create-professional-looking-infographics/,True,180,9367,,21.0,Beginner Level,2.0,Graphic Design,2017,1686060
1120554,Canva Graphics Design Essential Training For Everyone,https://www.udemy.com/canva-graphics-design-essential-training/,True,200,12340,124.0,46.0,All Levels,2.5,Graphic Design,2017,2468000
1151326,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,https://www.udemy.com/triangulated-bird-origami-styled-bird-in-adobe-illustrator/,True,195,2027,11.0,9.0,Intermediate Level,0.5,Graphic Design,2017,395265
1181578,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,https://www.udemy.com/deinen-roman-setzen-mit-pageplus-in-10-einfachen-schritten/,False,0,69,6.0,25.0,All Levels,3.5,Graphic Design,2017,0
1261122,画像加工の初心者でも「１日」で初歩を覚えられる無料講座,https://www.udemy.com/1-tuqndy/,False,0,21,0.0,18.0,Beginner Level,1.0,Graphic Design,2017,0
874012,The Ultimate Drawing Course - Beginner to Advanced,https://www.udemy.com/the-ultimate-drawing-course-beginner-to-advanced/,True,150,26742,2379.0,62.0,Beginner Level,11.0,Graphic Design,2017,4011300
1046722,Ultimate Photoshop Training: From Beginner to Pro,https://www.udemy.com/ultimate-photoshop-training-from-beginner-to-pro/,True,200,5326,447.0,150.0,Beginner Level,11.5,Graphic Design,2017,1065200
1047436,How to Draw and Sketch for Beginners,https://www.udemy.com/drawing-and-sketching-for-beginners/,True,150,1360,175.0,79.0,Beginner Level,,Graphic Design,2017,204000
1067516,Vector Logo Design in Affinity Designer,https://www.udemy.com/logoaffinitydesigner/,True,150,1789,102.0,57.0,All Levels,3.0,Graphic Design,2017,268350
1184664,Design Business Card in Photoshop: Earn Money by Doing It,https://www.udemy.com/design-business-card-in-photoshop-earn-money-by-doing-it/,True,50,120,10.0,29.0,Beginner Level,3.5,Graphic Design,2017,6000
1185898,Photoshop - Creación de Efectos 2,https://www.udemy.com/photoshop-creacion-de-efectos-2/,True,30,0,0.0,9.0,Beginner Level,1.0,Graphic Design,2017,0
1177156,Como Criar Logos de Sucesso - Start Designer,https://www.udemy.com/como-criar-logos-de-sucesso-start-designer/,True,25,0,0.0,29.0,Beginner Level,6.0,Graphic Design,2017,0
1128984,Photoshop - Aprende a Transformar Imágenes,https://www.udemy.com/photoshop-aprende-a-transformar-imagenes/,True,20,0,0.0,14.0,Beginner Level,1.0,Graphic Design,2017,0
1137738,Photoshop - Creación de Efectos,https://www.udemy.com/photoshop-creacion-de-efectos/,True,20,0,0.0,11.0,Beginner Level,1.0,Graphic Design,2017,0
1185535,Cómo crear maquetas con Adobe XD,https://www.udemy.com/como-crear-maquetas-con-adobe-xd/,False,0,217,2.0,21.0,Beginner Level,3.0,Graphic Design,2017,0
1085646,How to Doodle: Basics and Lettering,https://www.udemy.com/how-to-doodle-basics-and-lettering/,True,185,2358,28.0,12.0,All Levels,1.0,Graphic Design,2017,436230
1062048,Mastering Photoshop CC 2017 - The Art of Design & Technology,https://www.udemy.com/mastering-basics-of-photoshopcc-a-complete-beginners-guide/,True,20,3721,95.0,46.0,All Levels,6.5,Graphic Design,2017,74420
1160004,Design a logo for FREE in Inkscape,https://www.udemy.com/logoinkscape/,True,100,1148,26.0,42.0,All Levels,2.0,Graphic Design,2017,114800
1087244,Foundation Skills on Adobe Illustrator: Learn Fast!,https://www.udemy.com/foundation_skills_illustrator/,True,50,2489,39.0,16.0,Beginner Level,2.0,Graphic Design,2017,124450
1169062,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,https://www.udemy.com/how-to-create-amazing-cinemagraphs-with-microsoft-powerpoint/,True,30,1782,18.0,10.0,Beginner Level,1.0,Graphic Design,2017,53460
1196852,Photoshop: How to create stunning collages,https://www.udemy.com/photoshop-how-to-create-stunning-collages-in-5-minutes/,True,20,2044,17.0,15.0,Beginner Level,1.5,Graphic Design,2017,40880
1149656,Mastering advance Photoshop,https://www.udemy.com/advanced-photoshop-practical-projectspsd-files/,True,20,5787,40.0,21.0,Intermediate Level,2.0,Graphic Design,2017,115740
1094930,DIY Design Professional Web Banners in Photoshop 4 Beginners,https://www.udemy.com/design-professional-web-banners-in-photoshop-for-beginners/,True,200,6944,30.0,24.0,Beginner Level,1.0,Graphic Design,2017,1388800
1219326,Diventa un professionista del Graphic Design,https://www.udemy.com/diventa-un-professionista-del-graphic-design/,True,200,185,10.0,94.0,All Levels,17.5,Graphic Design,2017,37000
1029554,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,https://www.udemy.com/formacao-design-grafico-com-corel-draw-x8/,True,45,418,85.0,71.0,Beginner Level,11.0,Graphic Design,2017,18810
1276020,Photoshop para iniciante - o básico,https://www.udemy.com/photoshop-para-iniciante-o-basico/,True,30,23,2.0,20.0,Beginner Level,3.0,Graphic Design,2017,690
1202746,Curso Online de Adobe Illustrator CC e CS6,https://www.udemy.com/curso-online-de-adobe-illustrator-cc/,True,80,126,18.0,119.0,All Levels,13.0,Graphic Design,2017,10080
1226518,Photoshop & Illustrator CC Essentials in Arabic,https://www.udemy.com/photoshop-illustrator-cc-essentials-arabic/,False,0,3329,193.0,33.0,Beginner Level,3.5,Graphic Design,2017,0
1223336,Photoshop Essentials - Uma Introdução Detalhada,https://www.udemy.com/photoshop-introducao/,False,0,800,39.0,24.0,Beginner Level,2.5,Graphic Design,2017,0
1257870,Photoshop CC 2015 Top New Features,https://www.udemy.com/photoshop-cc-2015-top-new-features/,False,0,1477,3.0,13.0,All Levels,0.65,Graphic Design,2017,0
1165016,Surface Pattern Design : Create Scandinavian Patterns,https://www.udemy.com/surface-pattern-design-scandinavian-art-research-to-finished-design/,True,40,390,6.0,8.0,All Levels,0.7,Graphic Design,2017,15600
1211198,Illustrative Surface Patterns Design : From Life To Products,https://www.udemy.com/illustrative-surface-patterns-design-from-life-moments-to-products/,True,40,253,1.0,14.0,All Levels,1.0,Graphic Design,2017,10120
1168910,Easy Illustration and 2D Animation,https://www.udemy.com/easy-illustration-and-2d-animation/,True,65,56,16.0,7.0,All Levels,0.566666667,Graphic Design,2017,3640
1260674,Learn Comic Book Color Flatting! (Coloring Assistant role),https://www.udemy.com/flatting/,False,0,946,3.0,6.0,Beginner Level,0.666666667,Graphic Design,2017,0
1265678,CORSO COMPLETO DI E-ON VUE X-STREAM PER TUTTI,https://www.udemy.com/corso-completo-di-e-on-vue-x-stream-per-tutti/,True,70,3,1.0,20.0,All Levels,3.5,Graphic Design,2017,210
1164570,调色高级讲解,https://www.udemy.com/dezepioy/,True,200,4,2.0,8.0,Beginner Level,1.0,Graphic Design,2017,800
1007622,Infodesign,https://www.udemy.com/infodesign/,True,50,2,1.0,12.0,Beginner Level,1.5,Graphic Design,2017,100
1069348,Affinity Designer - tworzenie wzorków,https://www.udemy.com/affinity-designer-tworzenie-wzorkow/,True,20,1,1.0,11.0,Beginner Level,1.5,Graphic Design,2017,20
1177670,Texturing For Designers - Bring Life to Design With Textures,https://www.udemy.com/texturing-for-designers-bring-life-to-design-with-textures/,True,60,201,0.0,12.0,All Levels,1.0,Graphic Design,2017,12060
1101806,캔바(Canva)로 SNS 콘텐츠 만들기,https://www.udemy.com/canvasns/,True,30,44,13.0,19.0,Beginner Level,2.0,Graphic Design,2017,1320
1246168,Illustrator para criação de peças gráficas Design Gráfico,https://www.udemy.com/aula-de-illustrator-como-fazer-um-infografico/,True,100,33,3.0,41.0,Beginner Level,1.5,Graphic Design,2017,3300
1242692,Photoshop Workflow - Manipulação de imagem para Publicidade,https://www.udemy.com/photoshop-workflow-profissional/,True,135,20,8.0,53.0,Expert Level,12.5,Graphic Design,2017,2700
1185390,Como Produzir Ebook e Livros com Adobe Indesign CC e CS6,https://www.udemy.com/como-produzir-ebook-e-livros-com-adobe-indesign-cc/,True,80,37,,131.0,All Levels,12.5,Graphic Design,2017,2960
1245392,Voxel 3D Model Creation Course,https://www.udemy.com/voxel-3d-model-creation-course/,False,0,1031,9.0,8.0,All Levels,0.65,Graphic Design,2017,0
1199928,The Complete Canva Course,https://www.udemy.com/the-complete-canva-course-for-beginners/,True,200,68,11.0,48.0,All Levels,4.5,Graphic Design,2017,13600
1106490,The Design Theory Blitz,https://www.udemy.com/graphic-design-theory-blitz/,True,35,142,35.0,9.0,Beginner Level,0.7,Graphic Design,2017,4970
1156778,How to stylize your photos in Photoshop with color overlays,https://www.udemy.com/how-to-stylize-your-photos-in-photoshop-with-color-overlays/,False,0,3512,58.0,17.0,Beginner Level,1.5,Graphic Design,2017,0
1246636,Photoshop - Como criar Fusão de forma profissional,https://www.udemy.com/curso-de-photoshop-composicao-bombeiros/,True,30,38,6.0,34.0,All Levels,4.0,Graphic Design,2017,1140
1243016,Photoshop - Tratamento de pele profissional,https://www.udemy.com/como-fazer-retoque-de-pele-profissional-em-10-passos/,True,100,50,5.0,16.0,Intermediate Level,1.5,Graphic Design,2017,5000
1266468,Indesign - Para quem quer trabalhar com Design Gráfico,https://www.udemy.com/indesign-como-criar-layouts-pecas-graficas/,True,100,27,7.0,12.0,Intermediate Level,2.5,Graphic Design,2017,2700
1274846,Photoshop Avançado - Pós Produção e fusão com 3D,https://www.udemy.com/photoshop-avancado-pos-producao-e-fusao-com-3d/,True,135,15,0.0,6.0,Expert Level,1.0,Graphic Design,2017,2025
1093446,ABC do Adobe Illustrator,https://www.udemy.com/abc-do-adobe-illustrator/,True,35,115,15.0,56.0,Beginner Level,5.5,Graphic Design,2017,4025
1197810,Gestalt Principles & Pattern Design : Create Festive Pattern,https://www.udemy.com/gestalt-principles-surface-pattern-design-create-festive-pattern/,True,50,327,0.0,14.0,All Levels,1.0,Graphic Design,2017,16350
998580,Mobile App Design: From Beginner to Intermediate,https://www.udemy.com/mobile-app-design-from-beginner-to-intermediate/,True,140,896,21.0,108.0,All Levels,10.0,Graphic Design,2017,125440
1132572,How to Design an Awesome Letterhead in Adobe Illustrator,https://www.udemy.com/letterheaddesign/,False,0,4776,115.0,18.0,All Levels,0.566666667,Graphic Design,2017,0
1029436,Learn Cinema 4D: Create an Abstract Background,https://www.udemy.com/create-an-abstract-background/,True,20,2004,4.0,9.0,Beginner Level,0.566666667,Graphic Design,2017,40080
1165588,The Art of Icon Design: Create Custom Flat Icon Designs,https://www.udemy.com/the-art-of-icon-design-create-custom-flat-icon-designs/,True,90,778,2.0,24.0,All Levels,1.5,Graphic Design,2017,70020
1226182,Design Tickets and Vouchers in Photoshop and Illustrator,https://www.udemy.com/design-tickets-and-vouchers-in-photoshop-and-illustrator/,True,45,502,0.0,15.0,Beginner Level,2.5,Graphic Design,2017,22590
1027480,Create Animated Gif Advertising Banners in Photoshop CC,https://www.udemy.com/learn-how-to-create-animated-gif-advertising-banners-in-photoshop-cc/,True,85,1310,9.0,20.0,All Levels,1.0,Graphic Design,2017,111350
1219814,Photo Manipulation: Master Photo Editing,https://www.udemy.com/photo-manipulation-master-photo-editing/,True,75,326,6.0,,All Levels,1.0,Graphic Design,2017,24450
1035402,Learn Adobe Illustrator CC - All Essentials In 1 Hour!,https://www.udemy.com/learn-adobe-illustrator-cc-all-essentials-in-1-hour/,True,55,324,7.0,14.0,Beginner Level,1.0,Graphic Design,2017,17820
785328,Quickly Batch Export & Package Logo Files for Clients,https://www.udemy.com/quickly-batch-export-package-logo-files-for-clients/,True,20,489,10.0,5.0,Intermediate Level,0.683333333,Graphic Design,2017,9780
1151342,How to Design Simple Promotional Materials in Photoshop,https://www.udemy.com/how-to-design-simple-promotional-materials-in-photoshop/,True,55,521,5.0,23.0,Beginner Level,2.5,Graphic Design,2017,28655
1049380,画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座,https://www.udemy.com/layeqrqk/,True,65,37,0.0,49.0,Beginner Level,4.0,Graphic Design,2017,2405
1216164,Photoshop - Automatização com Adobe Script,https://www.udemy.com/adobe-photoshop-scripting/,True,195,7,0.0,87.0,Intermediate Level,8.5,Graphic Design,2017,1365
1024800,دورة شامل لبرنامج إلستريتور للمبتدئين - Adobe illustrator CC,https://www.udemy.com/illustrator-basics/,True,30,1,1.0,24.0,Beginner Level,4.5,Graphic Design,2017,30
1262470,Corel Draw X8 Başlangıç Eğitimi (YENİ),https://www.udemy.com/coreldraw-x8-temel-egitimi-yeni/,True,65,1,0.0,66.0,Beginner Level,6.5,Graphic Design,2017,65
1164832,Formation Photoshop,https://www.udemy.com/formation-photoshop/,True,200,6,0.0,11.0,Beginner Level,1.0,Graphic Design,2017,1200
1126016,Portrait Typography in Photoshop - Anyone can do Typography,https://www.udemy.com/portrait-typography-in-photoshop-anyone-can-do-typography/,True,95,941,2.0,26.0,All Levels,2.5,Graphic Design,2017,89395
628786,Adobe Illustrator Advanced Vector Artwork,https://www.udemy.com/adobe-illustrator-advance-vector-artwork/,True,90,1538,117.0,74.0,All Levels,7.5,Graphic Design,2017,138420
1246518,Photoshop - Composição vintage,https://www.udemy.com/curso-de-photoshop-composicao-vintage/,True,30,35,4.0,9.0,All Levels,1.0,Graphic Design,2017,1050
1181652,Photoshop: Automatiza invitaciones con bloc de notas y Excel,https://www.udemy.com/curso-photoshop-automatiza-invitaciones-bloc-de-notas-excel/,True,30,86,2.0,18.0,All Levels,1.5,Graphic Design,2017,2580
1161864,Diseño impreso - Preimpresión para offset en Illustrator,https://www.udemy.com/diseno-impreso/,True,100,33,9.0,29.0,All Levels,1.5,Graphic Design,2017,3300
1163644,Master Terrazzo: Creating Vector Tiles with Adobe Illustrati,https://www.udemy.com/master-terrazzo/,True,20,2,1.0,11.0,Intermediate Level,1.0,Graphic Design,2017,40
1088924,Mastering Photoshop Elements 15 Made Easy Training Tutorial,https://www.udemy.com/mastering-photoshop-elements-15-made-easy-training-tutorial/,True,30,13,4.0,185.0,Beginner Level,6.5,Graphic Design,2017,390
1228900,Learn Professional Book-Cover Designing Photoshop 4 Beginner,https://www.udemy.com/learn-professional-book-cover-designing-photoshop/,True,200,6428,21.0,54.0,Beginner Level,3.0,Graphic Design,2017,1285600
933888,Adobe Illustrator: How to Draw Squared Animals Icons,https://www.udemy.com/adobe-illustrator-how-to-draw-squared-animals-icons/,True,180,2873,38.0,13.0,Beginner Level,0.533333333,Graphic Design,2017,517140
1195812,Getting Started With Digital Painting Using Krita,https://www.udemy.com/getting-started-with-digital-painting-using-krita/,True,20,1011,15.0,11.0,Beginner Level,0.6,Graphic Design,2017,20220
1163768,Fundamentals of Character Design: From Concept to Vector,https://www.udemy.com/fundamentals-of-character-design-from-concept-to-vector/,True,50,1452,10.0,11.0,Beginner Level,1.0,Graphic Design,2017,72600
1131780,Whiteboard Animation Beginner To Expert - In 1 Hour!,https://www.udemy.com/whiteboardanimation/,True,20,1343,25.0,16.0,All Levels,1.0,Graphic Design,2017,26860
1093760,Photoshop From Scratch to Logos Digital Drawing & Projects,https://www.udemy.com/photoshop-from-scratch-to-logos-digital-drawing-projects/,True,20,91,,21.0,Beginner Level,1.5,Graphic Design,2017,1820
